timestep_time,vehicle_angle,vehicle_id,vehicle_x,vehicle_y
47,128.77,bus5,2592.49,1186.02
47,47.29,bus6,593.56,1090.49
47,321.1,veh0,2016.75,752.28
47,128.66,veh1,1419.17,1349.11
47,177.89,veh10,2325.24,498.53
47,355.27,veh11,980.65,872.52
47,283.83,veh12,2358.3,486.95
47,148.61,veh13,1558.77,792.49
47,355.41,veh14,1175.68,572.83
47,84.99,veh16,592.94,962.94
47,248.4,veh17,1483.9,514.2
47,229.82,veh18,2544.97,1237.58
47,227.51,veh19,539.56,1045.55
47,321.2,veh2,2170.82,563.2
47,66.61,veh20,728.31,1202.62
47,353.54,veh21,957.94,1015.53
47,29.49,veh22,2097.56,1259.76
47,62.17,veh3,1505.78,737.41
47,175.81,veh4,854.63,779.97
47,79.92,veh5,364.02,1230.27
47,142,veh6,691.34,1192.84
47,251.59,veh7,2505.78,629.41
47,79.92,veh8,348.84,1227.57
47,225.48,veh9,2187.84,1268.15
48,232.16,bus0,2462.76,979.34
48,175.2,bus1,687.3,1204.74
