timestep_time,vehicle_angle,vehicle_id,vehicle_x,vehicle_y
43,358.78,veh29,1382.65,528.89
43,225.52,veh3,2424.01,1293.74
43,188.78,veh30,610.64,1825.27
43,227.01,veh31,2318.39,1764.52
43,175.42,veh32,1259.7,1892.59
43,301.46,veh4,2350.25,1423.04
43,144.08,veh5,678.32,1361.11
43,49.23,veh7,592.09,724.56
43,143.79,veh8,900.24,1057.45
43,266.85,veh9,1749.86,597.16
44,323.78,veh0,1222.43,641.62
44,305.74,veh1,2065.42,1887.76
44,274.24,veh10,1764.41,597.58
44,11.6,veh11,451.52,820.52
44,340.67,veh13,1776.34,594.03
44,175.42,veh14,1625.2,1505.27
44,324.32,veh15,622,1456.78
44,346.61,veh16,1781.09,575.69
44,183.68,veh17,578.59,1609.26
44,354.64,veh18,341.2,1512.34
44,217.68,veh19,2230.35,1611.37
44,125.77,veh2,2239.57,1762.77
44,69.84,veh21,1667.23,961.77
44,293.23,veh22,1160.31,370.18
44,266.42,veh23,721.32,1438.84
44,175.4,veh24,2254.14,1679.73
44,54.05,veh26,460.65,628.43
44,54.05,veh27,444.58,616.78
44,252.74,veh28,1169.71,1815.84
44,356.76,veh29,1382.03,540.78
44,225.52,veh3,2418.29,1288.13
44,188.78,veh30,608.86,1813.74
44,234.35,veh31,2308.34,1757.31
44,175.42,veh32,1260.9,1877.63
44,295.59,veh33,2854,871.78
44,305.37,veh4,2344.9,1426.71
44,144.08,veh5,684.86,1352.07
44,55.54,veh7,599.83,729.81
44,142.84,veh8,907.26,1048.17
44,265.68,veh9,1743.34,596.67
45,323.2,veh0,1214.21,652.75
45,305.74,veh1,2060.11,1891.58
45,269.55,veh10,1758.85,597.59
45,12.49,veh11,452.77,826.23
45,304.23,veh13,1772.68,596.36
45,175.42,veh14,1625.82,1497.46
45,322.49,veh15,613.57,1468.1
45,347.16,veh16,1778.97,584.99
45,178.69,veh17,578.87,1597.14
45,358.38,veh18,341.07,1517.11
45,217.31,veh19,2222.93,1601.67
45,126.28,veh2,2246.23,1757.89
45,17.67,veh21,1670.53,967.9
45,291.38,veh22,1145.44,376.22
45,266.42,veh23,713.38,1438.35
45,175.19,veh24,2255.27,1666.31
45,54.05,veh26,466.99,633.03
45,54.05,veh27,450.11,620.78
